,entrezid
6850,84915
6851,9818
6852,9107
6853,283537
6854,6541
6855,222484
6856,6821
6857,85478
6858,283375
6859,6895
6860,8608
6861,94
6862,79035
6863,90634
6864,1990
6865,6601
6866,675
6867,54934
6868,91012
6869,7786
6870,3695
6871,11226
6872,51380
6873,55716
6874,60314
6875,23344
6876,7009
6877,283373
6878,283337
6879,79024
6880,115825
6881,144983
6882,10161
6883,2098
6884,5925
6885,55206
6886,283385
6887,23067
6888,65082
6889,79720
6890,54509
6891,8562
6892,81624
6893,122060
6894,64062
6895,84530
6896,196541
6897,10150
6898,84945
6899,55647
6900,79774
6901,8451
6902,319089
6903,6751
6904,64403
6905,161253
6906,643866
6907,283629
6908,4857
6909,161357
6910,81542
6911,122786
6912,57161
6913,6252
6914,145407
6915,83851
6916,145389
6917,122830
6918,8747
6919,145226
6920,8816
6921,376267
6922,112840
6923,2100
6924,27133
6925,85439
6926,90141
6927,8477
6928,145482
6929,122953
6930,122481
6931,123041
6932,10516
6933,51156
6934,122616
6935,7453
6936,91833
6937,81614
6938,9990
6939,90527
6940,4236
6941,6938
6942,6652
6943,10169
6944,146050
6945,50506
6946,256586
6947,11001
6948,2252
6949,9245
6950,663
6951,2958
6952,6727
6953,22893
6954,85455
6955,146059
6956,7090
6957,8125
6958,54939
6959,92912
6960,9051
6961,2108
6962,597
6963,10363
6964,49855
6965,10099
6966,80349
6967,10499
6968,79661
6969,4123
6970,55466
6971,59274
6972,7168
6973,3480
6974,91947
6975,80119
6976,9960
6977,1583
6978,585
6979,5371
6980,1543
6981,170691
6982,55180
6983,25989
6984,5046
6985,60677
6986,10066
6987,1544
6988,145864
6989,5428
6990,55215
6991,11057
6992,56964
6993,90381
6994,4916
6995,55070
6996,4240
6997,374655
6998,55898
6999,55784
7000,5045
7001,8826
7002,64784
7003,79631
7004,6457
7005,23478
7006,84656
7007,5373
7008,6524
7009,3687
7010,7041
7011,64755
7012,79798
7013,5073
7014,79068
7015,7385
7016,1039
7017,10261
7018,55114
7019,91807
7020,85407
7021,9785
7022,54957
7023,91862
7024,463
7025,221184
7026,84166
7027,10300
7028,3801
7029,283927
7030,2653
7031,123920
7032,1009
7033,8996
7034,81631
7035,8720
7036,1012
7037,23174
7038,57707
7039,29948
7040,89941
7041,6123
7042,54925
7043,6187
7044,4716
7045,5170
7046,91151
7047,54849
7048,22980
7049,2588
7050,2622
7051,55090
7052,9611
7053,8533
7054,79018
7055,57336
7056,93649
7057,8844
7058,84916
7059,57610
7060,81577
7061,28987
7062,5636
7063,58488
7064,10040
7065,55028
7066,10140
7067,55275
7068,84690
7069,9905
7070,9520
7071,90506
7072,90507
7073,85464
7074,162494
7075,124912
7076,22901
7077,10351
7078,92579
7079,1213
7080,54828
7081,51651
7082,6760
7083,6875
7084,10939
7085,10650
7086,3613
7087,2774
7088,25800
7089,55197
7090,83608
7091,2589
7092,80816
7093,4225
7094,64762
7095,114799
7096,114876
7097,2627
7098,80000
7099,29919
7100,27043
7101,4864
7102,6563
7103,409
7104,284111
7105,84225
7106,55135
7107,50488
7108,112483
7109,432
7110,7157
7111,55036
7112,396
7113,11322
7114,9123
7115,79092
7116,94015
7117,10966
7118,9775
7119,1453
7120,51529
7121,6904
7122,79672
7123,26502
7124,57521
7125,3607
7126,201292
7127,57332
7128,6398
7129,114804
7130,22994
7131,56270
7132,8535
7133,494470
7134,54808
7135,55520
7136,4152
7137,4089
7138,8792
7139,54877
7140,201456
7141,5366
7142,10609
7143,115024
7144,162427
7145,2064
7146,2886
7147,84299
7148,390790
7149,342667
7150,3487
7151,60681
7152,10907
7153,773
7154,113230
7155,90378
7156,23476
7157,29985
7158,4782
7159,91978
7160,8612
7161,114026
7162,63977
7163,5211
7164,55527
7165,7409
7166,93343
7167,6455
7168,56931
7169,91039
7170,90324
7171,641649
7172,57677
7173,23410
7174,10410
7175,80162
7176,30811
7177,1291
7178,3454
7179,6647
7180,1292
7181,150094
7182,57410
7183,757
7184,351
7185,9980
7186,9875
7187,207
7188,29949
7189,2014
7190,10055
7191,126147
7192,114783
7193,79760
7194,126374
7195,81794
7196,57140
7197,11132
7198,4542
7199,91662
7200,59283
7201,126208
7202,90580
7203,10498
7204,115704
7205,55244
7206,5694
7207,89790
7208,25888
7209,112703
7210,6205
7211,23521
7212,90353
7213,51070
7214,57333
7215,80110
7216,6518
7217,473
7218,85452
7219,63976
7220,114827
7221,1969
7222,128272
7223,79180
7224,5195
7225,5226
7226,127294
7227,83442
7228,10256
7229,6135
7230,58985
7231,51042
7232,127703
7233,79932
7234,55194
7235,84970
7236,63950
7237,10733
7238,9064
7239,8547
7240,54707
7241,84958
7242,23038
7243,84224
7244,3339
7245,23421
7246,26135
7247,8915
7248,3491
7249,5567
7250,10026
7251,64129
7252,113451
7253,6202
7254,11004
7255,5792
7256,266675
7257,148932
7258,1580
7259,199964
7260,8543
7261,284612
7262,22823
7263,126969
7264,3321
7265,90874
7266,55917
7267,85369
7268,5686
7269,128346
7270,84432
7271,1952
7272,8515
7273,23432
7274,223
7275,481
7276,261726
7277,29922
7278,57645
7279,25874
7280,8804
7281,55827
7282,9095
7283,7371
7284,54499
7285,5451
7286,387597
7287,1805
7288,4259
7289,55811
7290,64326
7291,81607
7292,51506
7293,5498
7294,2212
7295,83540
7296,8490
7297,6391
7298,5202
7299,9970
7300,27005
7301,5546
7302,83416
7303,51093
7304,79590
7305,93183
7306,844
7307,81875
7308,1382
7309,3068
7310,27
7311,9213
7312,6004
7313,26092
7314,148753
7315,83872
7316,23179
7317,127018
7318,58497
7319,7286
7320,10262
7321,1893
7322,57592
7323,80222
7324,57530
7325,81609
7326,9869
7327,54507
7328,4170
7329,1513
7330,5993
7331,5298
7332,8394
7333,81611
7334,55793
7335,8416
7336,8991
7337,29956
7338,2029
7339,10500
7340,65005
7341,405
7342,23126
7343,54964
7344,51686
7345,55204
7346,126626
7347,255928
7348,3756
7349,51514
7350,8444
7351,1939
7352,25896
7353,79805
7354,9015
7355,56950
7356,11221
7357,79802
7358,7159
7359,57198
7360,388698
7361,8751
7362,10899
7363,5872
7364,7170
7365,23557
7366,11000
7367,9898
7368,27173
7369,10456
7370,148327
7371,1944
7372,3782
7373,25912
7374,57459
7375,3608
7376,6016
7377,65123
7378,57657
7379,2312
7380,128061
7381,2590
7382,79573
7383,51097
7384,1130
7385,84451
7386,9859
7387,52
7388,116841
7389,6726
7390,4931
7391,163859
7392,8560
7393,23219
7394,375
7395,29097
7396,3707
7397,2987
7398,8476
7399,149111
7400,79169
7401,129642
7402,142
7403,5664
7404,29920
7405,3930
7406,7483
7407,2052
7408,5972
7409,9580
7410,55224
7411,8497
7412,22874
7413,5778
7414,127833
7415,127829
7416,130497
7417,151449
7418,10130
7419,388
7420,245973
7421,92906
7422,130589
7423,79823
7424,27436
7425,805
7426,494143
7427,6233
7428,51057
7429,51542
7430,55252
7431,54465
7432,6637
7433,84696
7434,4211
7435,9391
7436,84874
7437,23020
7438,64969
7439,79998
7440,51002
7441,23233
7442,94097
7443,113419
7444,8446
7445,84620
7446,4867
7447,7851
7448,55258
7449,5899
7450,80775
7451,11159
7452,6574
7453,129804
7454,84524
7455,51601
7456,1261
7457,151313
7458,129530
7459,3899
7460,23190
7461,339745
7462,2840
7463,5433
7464,83607
7465,114805
7466,8502
7467,6323
7468,57282
7469,79634
7470,80856
7471,23671
7472,83879
7473,1745
7474,130507
7475,493911
7476,51454
7477,165215
7478,3329
7479,284992
7480,151194
7481,285175
7482,5746
7483,130749
7484,65065
7485,151050
7486,79582
7487,26154
7488,285362
7489,57624
7490,84236
7491,57007
7492,79054
7493,55502
7494,339768
7495,51281
7496,64708
7497,129563
7498,151835
7499,2177
7500,132001
7501,9686
7502,5868
7503,79137
7504,58190
7505,9125
7506,57574
7507,114790
7508,29926
7509,80852
7510,85403
7511,152330
7512,51143
7513,27303
7514,339896
7515,114884
7516,84892
7517,1238
7518,729085
7519,64651
7520,54977
7521,3680
7522,2803
7523,10217
7524,6769
7525,9922
7526,23066
7527,6161
7528,5793
7529,54756
7530,55164
7531,115286
7532,9039
7533,10550
7534,7110
7535,26018
7536,57408
7537,8994
7538,285349
7539,64332
7540,1295
7541,91775
7542,22989
7543,90102
7544,55347
7545,51365
7546,285282
7547,141
7548,152404
7549,64422
7550,91653
7551,58477
7552,66000
7553,185
7554,116931
7555,83939
7556,10840
7557,114885
7558,7220
7559,57552
7560,653333
7561,4026
7562,93109
7563,9711
7564,275
7565,6988
7566,84276
7567,90226
7568,9730
7569,7873
7570,55840
7571,286676
7572,116211
7573,9353
7574,8893
7575,9718
7576,1609
7577,81608
7578,10861
7579,55646
7580,1060
7581,2044
7582,10699
7583,57205
7584,132299
7585,345274
7586,79966
7587,51316
7588,58478
7589,93587
7590,57563
7591,6622
7592,100996939
7593,93627
7594,817
7595,493856
7596,115265
7597,287
7598,92610
7599,166378
7600,2169
7601,890
7602,57721
7603,54532
7604,80854
7605,92345
7606,55016
7607,6423
7608,6189
7609,285533
7610,56034
7611,84869
7612,8001
7613,285440
7614,83853
7615,4726
7616,10299
7617,85409
7618,1016
7619,170690
7620,6715
7621,4651
7622,54491
7623,6167
7624,6502
7625,9180
7626,10769
7627,5295
7628,1404
7629,10184
7630,23635
7631,635
7632,256006
7633,10788
7634,5921
7635,167410
7636,54826
7637,23262
7638,5066
7639,55814
7640,2966
7641,64924
7642,689
7643,64839
7644,83890
7645,85480
7646,25816
7647,56929
7648,51397
7649,9140
7650,84466
7651,171019
7652,81555
7653,23092
7654,9547
7655,3950
7656,9879
7657,153830
7658,114898
7659,81545
7660,78991
7661,10318
7662,10146
7663,91975
7664,23138
7665,55651
7666,64777
7667,91272
7668,57451
7669,3779
7670,26240
7671,340156
7672,51256
7673,10667
7674,54438
7675,54901
7676,84249
7677,26045
7678,153527
7679,26249
7680,51473
7681,81786
7682,90933
7683,192286
7684,54540
7685,27242
7686,22838
7687,4594
7688,79930
7689,29777
7690,170954
7691,23500
7692,5558
7693,90523
7694,54511
7695,51557
7696,221472
7697,222663
7698,50636
7699,202500
7700,285855
7701,4794
7702,51302
7703,7162
7704,134728
7705,55023
7706,167681
7707,253714
7708,84553
7709,10957
7710,135293
7711,57038
7712,256380
7713,221322
7714,134829
7715,154214
7716,84870
7717,93663
7718,58527
7719,116843
7720,113115
7721,154091
7722,257218
7723,51390
7724,6993
7725,26230
7726,57583
7727,9589
7728,9202
7729,79624
7730,6581
7731,2768
7732,84310
7733,221935
7734,221960
7735,79034
7736,57786
7737,9586
7738,1956
7739,113130
7740,3486
7741,5814
7742,136853
7743,4191
7744,22932
7745,2631
7746,908
7747,5723
7748,168374
7749,222255
7750,64418
7751,55262
7752,56996
7753,64599
7754,89122
7755,56257
7756,84928
7757,340351
7758,92092
7759,55281
7760,11011
7761,2041
7762,64434
7763,54892
7764,57502
7765,357
7766,51631
7767,27147
7768,57393
7769,30011
7770,83604
7771,347404
7772,94122
7773,8573
7774,7403
7775,54466
7776,4478
7777,85417
7778,55869
7779,6567
7780,79742
7781,7712
7782,7569
7783,56548
7784,55634
7785,54539
7786,7592
7787,347517
7788,9203
7789,6872
7790,4841
7791,90060
7792,2846
7793,10682
7794,8473
7795,29934
7796,26548
7797,3561
7798,93953
7799,7552
7800,1730
7801,5631
7802,55086
7803,84443
7804,139818
7805,3547
7806,2719
7807,27316
7808,79648
7809,9258
7810,26260
7811,50814
7812,7739
7813,1069
7814,6134
7815,55790
7816,526
7817,55246
7818,79618
7819,2796
7820,55909
7821,51312
7822,91782
7823,80005
7824,6770
7825,11212
7826,11160
7827,137902
7828,9705
7829,8601
7830,6867
7831,51125
7832,84513
7833,84296
7834,54904
7835,85479
7836,84675
7837,137872
7838,28957
7839,51110
7840,63978
7841,7013
7842,6129
7843,115111
7844,245972
7845,55638
7846,1807
7847,92140
7848,29967
7849,9166
7850,340419
7851,5440
7852,114569
7853,8667
7854,84294
7855,4715
7856,83940
7857,84985
7858,56169
7859,51059
7860,7553
7861,80728
7862,55630
7863,93100
7864,7436
7865,50808
7866,115426
7867,4781
7868,123
7869,54801
7870,1030
7871,1029
7872,203228
7873,84186
7874,26267
7875,10280
7876,220869
7877,84131
7878,4915
7879,414328
7880,53358
7881,549
7882,84641
7883,84909
7884,58499
7885,58493
7886,7357
7887,401548
7888,2040
7889,2934
7890,92399
7891,2649
7892,210
7893,23245
7894,114987
7895,54107
7896,6836
7897,26301
7898,6834
7899,6835
7900,6838
7901,6837
7902,57109
7903,6130
7904,9328
7905,140459
7906,80142
7907,28989
7908,25792
7909,114789
7910,56904
7911,84895
7912,9536
7913,90678
7914,256158
7915,57720
7916,286257
7917,56623
7918,9919
7919,92715
7920,4851
7921,774
7922,138151
7923,254427
7924,9712
7925,23412
7926,22921
7927,23590
7928,221061
7929,80013
7930,653567
7931,6251
7932,338596
7933,56288
7934,6935
7935,220965
7936,29982
7937,29974
7938,5995
7939,11128
7940,26091
7941,83938
7942,818
7943,10974
7944,2746
7945,27063
7946,3363
7947,10556
7948,118924
7949,120
7950,54788
7951,1979
7952,64106
7953,79949
7954,6934
7955,4288
7956,1586
7957,9118
7958,282969
7959,80313
7960,92170
7961,196743
7962,9446
7963,6877
7964,23082
7965,85450
7966,54805
7967,22984
7968,8038
7969,6001
7970,84280
7971,133
7972,2620
7973,159963
7974,55327
7975,57689
7976,196294
7977,27315
7978,64852
7979,7761
7980,7762
7981,51144
7982,51074
7983,25891
7984,8525
7985,10480
7986,85456
7987,10249
7988,710
7989,6749
7990,8501
7991,5795
7992,79096
7993,84364
7994,10658
7995,51501
7996,60494
7997,143686
7998,23052
7999,79780
8000,283212
8001,26011
8002,871
8003,726
8004,92105
8005,5058
8006,6188
8007,85463
8008,54970
8009,4684
8010,91894
8011,9177
8012,4863
8013,472
8014,60496
8015,89944
8016,128710
8017,55004
8018,283208
8019,2900
8020,6768
8021,10525
8022,80332
8023,57325
8024,26007
8025,9219
8026,51524
8027,3992
8028,117532
8029,6094
8030,256364
8031,3619
8032,22917
8033,9651
8034,79869
8035,2206
8036,26229
8037,9538
8038,80071
8039,1111
8040,9638
8041,90952
8042,84623
8043,6327
8044,51092
8045,84866
8046,6876
8047,57158
8048,149951
8049,128864
8050,85449
8051,128497
8052,79980
8053,140710
8054,140894
8055,149986
8056,54915
8057,81928
8058,220064
8059,83707
8060,84304
8061,83706
8062,5331
8063,740
8064,10435
8065,2197
8066,7108
8067,738
8068,6911
8069,5531
8070,226
8071,83723
8072,8448
8073,8479
8074,9344
8075,124446
8076,8091
8077,4314
8078,22866
8079,51348
8080,51267
8081,283078
8082,143098
8083,3688
8084,65217
8085,1489
8086,51503
8087,2209
8088,84159
8089,1006
8090,55208
8091,55002
8092,219854
8093,114609
8094,221143
8095,26524
8096,10284
8097,23284
8098,57536
8099,220108
8100,4253
8101,3176
8102,130576
8103,27250
8104,150
8105,2823
8106,116966
8107,132851
8108,7424
8109,79839
8110,10666
8111,84735
8112,161835
8113,1740
8114,220047
8115,64407
8116,11098
8117,54545
8118,151242
8119,22948
8120,134145
8121,1793
8122,85458
8123,1737
8124,120379
8125,55216
8126,26521
8127,3606
8128,5805
8129,5305
8130,130813
8131,341640
8132,2308
8133,51232
8134,9871
8135,23457
8136,196383
8137,57647
8138,7316
8139,3708
8140,339105
8141,23657
8142,25819
8143,219670
8144,57512
8145,93589
8146,196513
8147,775
8148,7068
8149,55768
8150,54995
8151,55293
8152,144110
8153,121053
8154,90488
8155,121551
8156,89910
8157,288
8158,253430
8159,144715
8160,196463
8161,9231
8162,114134
8163,283464
8164,5756
8165,22982
8166,1977
8167,9223
8168,93081
8169,1456
8170,153443
8171,9472
8172,64067
8173,283635
8174,51562
8175,145282
8176,2132
8177,129787
8178,65987
8179,7069
8180,4718
8181,10873
8182,81792
8183,80224
8184,140609
8185,2241
8186,63894
8187,57182
8188,26019
8189,8872
8190,132320
8191,83643
8192,132321
8193,55691
8194,5800
8195,2059
8196,27034
8197,29087
8198,112936
8199,23310
8200,143187
8201,5860
8202,57700
8203,121601
8204,374618
8205,79691
8206,166785
8207,152485
8208,1909
8209,4306
8210,1646
8211,10570
8212,27287
8213,101
8214,3698
8215,22944
8216,5281
8217,150709
8218,3628
8219,54842
8220,9781
8221,8853
8222,6868
8223,2313
8224,3758
8225,120224
8226,80014
8227,79682
8228,2180
8229,291
8230,196394
8231,636
8232,60485
8233,160857
8234,387923
8235,51594
8236,79750
8237,6999
8238,60558
8239,341880
8240,2555
8241,26278
8242,55835
8243,26272
8244,64417
8245,56477
8246,79668
8247,2674
8248,143384
8249,667
8250,221336
8251,7073
8252,9531
8253,29970
8254,84539
8255,23704
8256,130340
8257,9910
8258,91409
8259,148534
8260,80097
8261,130074
8262,5784
8263,4249
8264,81615
8265,253635
8266,26353
8267,79833
8268,130733
8269,79596
8270,57105
8271,115761
8272,26040
8273,120534
8274,57724
8275,9050
8276,498
8277,115106
8278,147339
8279,57405
8280,5163
8281,5140
8282,83439
8283,10618
8284,284948
8285,127933
8286,83734
8287,134359
8288,6695
8289,167555
8290,117143
8291,2977
8292,143884
8293,133746
8294,9456
8295,7518
8296,66037
8297,284306
8298,374928
8299,284309
8300,10172
8301,79723
8302,64421
8303,55301
8304,10557
8305,9397
8306,284312
8307,116412
8308,219333
8309,152137
8310,814
8311,55521
8312,678
8313,255967
8314,130271
8315,5213
8316,114908
8317,2893
8318,285313
8319,79925
8320,8404
8321,4154
8322,133686
8323,23171
8324,2697
8325,10309
8326,55676
8327,53918
8328,25780
8329,51128
8330,347732
8331,160897
8332,79819
8333,10160
8334,24138
8335,387700
8336,53354
8337,56978
8338,651
8339,9987
8340,3087
8341,7402
8342,2911
8343,5796
8344,9453
8345,51351
8346,160492
8347,153562
8348,5884
8349,9412
8350,5352
8351,55351
8352,140767
8353,166647
8354,1360
8355,285672
8356,55203
8357,10283
8358,3140
8359,6728
8360,64946
8361,9425
8362,23589
8363,146279
8364,55024
8365,51061
8366,1601
8367,130013
8368,55289
8369,10018
8370,64682
8371,831
8372,60592
8373,1047
8374,1070
8375,8467
8376,221711
8377,654
8378,653489
8379,283349
8380,3192
8381,5903
8382,25909
8383,10461
8384,84910
8385,5801
8386,4929
8387,130940
8388,22925
8389,5937
8390,6328
8391,10225
8392,9481
8393,266977
8394,79981
8395,51571
8396,50807
8397,22878
8398,125476
8399,79888
8400,153478
8401,57407
8402,124402
8403,146556
8404,26175
8405,3621
8406,121793
8407,113622
8408,112616
8409,25827
8410,7342
8411,64795
8412,22934
8413,5789
8414,286343
8415,154043
8416,2960
8417,10428
8418,55625
8419,339145
8420,136895
8421,221895
8422,80790
8423,3773
8424,55022
8425,9320
8426,130888
8427,1054
8428,79047
8429,148103
8430,255231
8431,163175
8432,23576
8433,140890
8434,1105
8435,162282
8436,8526
8437,9653
8438,124540
8439,781
8440,221302
8441,9955
8442,284161
8443,116150
8444,223117
8445,5529
8446,10750
8447,125206
8448,26289
8449,26256
8450,55364
8451,147463
8452,135154
8453,83539
8454,7070
8455,123872
8456,404550
8457,219899
8458,57338
8459,56172
8460,90268
8461,84959
8462,54538
8463,64221
8464,84897
8465,4900
8466,54463
8467,1010
8468,9868
8469,25890
8470,284
8471,26207
8472,200014
8473,5578
8474,79705
8475,201134
8476,10350
8477,23460
8478,10349
8479,23461
8480,5169
8481,55286
8482,7345
8483,375056
8484,84976
8485,23043
8486,83648
8487,252969
8488,5239
8489,84033
8490,91694
8491,81559
8492,55740
8493,126731
8494,136991
8495,57630
8496,115362
8497,9184
8498,2849
8499,129881
8500,118856
8501,118611
8502,388650
8503,518
8504,728577
8505,728239
8506,135295
8507,27295
8508,8470
8509,6921
8510,23643
8511,9087
8512,1525
8513,10950
8514,54149
8515,140578
8516,4685
8517,91133
8518,5137
8519,27342
8520,54148
8521,58494
8522,522
8523,2551
8524,9510
8525,11096
8526,80746
8527,146857
8528,7508
8529,51244
8530,152273
8531,201163
8532,285381
8533,92106
8534,23228
8535,30827
8536,220134
8537,9989
8538,147495
8539,63895
8540,65258
8541,124739
8542,51560
8543,146956
8544,2047
8545,84532
8546,91369
8547,7566
8548,81552
8549,346288
8550,139322
8551,27123
8552,113612
8553,222967
8554,80028
8555,129684
8556,150696
8557,221264
8558,7071
8559,5799
8560,51582
8561,528
8562,55529
8563,51633
8564,23097
8565,112495
8566,158219
8567,55326
8568,64210
8569,55361
8570,83742
8571,118813
8572,27201
8573,152992
8574,81894
8575,6782
8576,29761
8577,65983
8578,54819
8579,388272
8580,4343
8581,389
8582,333926
8583,1622
8584,6566
8585,55027
8586,378108
8587,84365
8588,5018
8589,9056
8590,23367
8591,9337
8592,2890
8593,136332
8594,133383
8595,166968
8596,23165
8597,342357
8598,138241
8599,118788
8600,129831
8601,7273
8602,9601
8603,79831
8604,130535
8605,285172
8606,130540
8607,151254
8608,65062
8609,8324
8610,64798
8611,56776
8612,56254
8613,1539
8614,133522
8615,9844
8616,1836
8617,134353
8618,9443
8619,158297
8620,10670
8621,25769
8622,92370
8623,114
8624,5922
8625,55005
8626,6503
8627,51643
8628,7411
8629,116442
8630,1193
8631,2334
8632,286097
8633,23426
8634,137492
8635,3798
8636,23362
8637,138199
8638,90550
8639,91748
8640,118491
8641,9630
8642,145483
8643,2776
8644,83873
8645,4325
8646,132
8647,3778
8648,1633
8649,9508
8650,257
8651,286148
8652,137682
8653,128338
8654,157657
8655,5470
8656,57188
8657,419
8658,123720
8659,29104
8660,10069
8661,10600
8662,10694
8663,56911
8664,84779
8665,571
8666,7102
8667,7074
8668,57466
8669,6103
8670,23552
8671,84108
8672,122416
8673,119392
8674,118980
8675,9556
8676,122402
8677,8817
8678,5097
8679,153769
8680,392255
8681,7381
8682,51001
8683,9791
8684,5521
8685,6156
8686,3788
8687,159091
8688,6832
8689,159090
8690,1915
8691,286151
8692,80201
8693,3098
8694,219743
8695,84295
8696,135228
8697,4838
